annotator,conclusion_id,conclusion_sentence,conclusion,premise_1_id,premise_1_sentence,premise_1,premise_2_id,premise_2_sentence,premise_2,premise_3_id,premise_3_sentence,premise_3,premise_4_id,premise_4_sentence,premise_4,premise_5_id,premise_5_sentence,premise_5,premise_6_id,premise_6_sentence,premise_6,premise_7_id,premise_7_sentence,premise_7,premise_8_id,premise_8_sentence,premise_8
ZP,257,"Jeżeli by była to autonomiczna jednostka, to nie potrzebowałaby kobiety do rozwoju, więc o autonomii możemy mówić, jeżeli płód staje się noworodkiem.","Płód nie jest autonomiczną jednostką, o autonomii możemy mówić, jeżeli płód staje się noworodkiem.",257,"Jeżeli by była to autonomiczna jednostka, to nie potrzebowałaby kobiety do rozwoju, więc o autonomii możemy mówić, jeżeli płód staje się noworodkiem.",Autonomiczna jednostka nie potrzebowałaby kobiety do rozwoju.,,,,,,,,,,,,,,,,,,,,,
MI,257,"Jeżeli by była to autonomiczna jednostka, to nie potrzebowałaby kobiety do rozwoju, więc o autonomii możemy mówić, jeżeli płód staje się noworodkiem.",Płód nie jest autonomiczną jednostką.,257,"Jeżeli by była to autonomiczna jednostka, to nie potrzebowałaby kobiety do rozwoju, więc o autonomii możemy mówić, jeżeli płód staje się noworodkiem.",Autonomiczna jednostka nie potrzebuje ciała matki do rozwoju. ,,,,,,,,,,,,,,,,,,,,,
WG,257,"Jeżeli by była to autonomiczna jednostka, to nie potrzebowałaby kobiety do rozwoju, więc o autonomii możemy mówić, jeżeli płód staje się noworodkiem.",Płód nie jest autonomiczną jednostką.,257,"Jeżeli by była to autonomiczna jednostka, to nie potrzebowałaby kobiety do rozwoju, więc o autonomii możemy mówić, jeżeli płód staje się noworodkiem.",Płód potrzebuje kobiety do rozwoju.,,,,,,,,,,,,,,,,,,,,,
DZ,258,"Ale ma na przykład prawa, prawda?","To stworzenie, które kobieta nosi w sobie, ma prawa.",259,"Wie pani o tym, że można, że można ustanowić to dziecko, które się poczęło, dziedzicem.","Można ustanowić to dziecko, które się poczęło, dziedzicem.",,,,,,,,,,,,,,,,,,,,,
MI,258,"Ale ma na przykład prawa, prawda?",Nienarodzone dziecko ma pewne prawa.,259,"Wie pani o tym, że można, że można ustanowić to dziecko, które się poczęło, dziedzicem.","Można ustanowić to dziecko, które się poczęło, dziedzicem.",,,,,,,,,,,,,,,,,,,,,
WG,258,"Ale ma na przykład prawa, prawda?",Płód jest autonomiczną jednostką.,258,"Ale ma na przykład prawa, prawda?",Płód ma prawa.,259,"Wie pani o tym, że można, że można ustanowić to dziecko, które się poczęło, dziedzicem.","Można ustanowić dziecko, które się poczęło, dziedzicem.",,,,,,,,,,,,,,,,,,
HŁ,263,"…No oczywiście, że pod warunkiem żywego urodzenia.",Płodu przed żywym urodzeniem nie można ustanowić dziedzicem.,257,"Jeżeli by była to autonomiczna jednostka, to nie potrzebowałaby kobiety do rozwoju, więc o autonomii możemy mówić, jeżeli płód staje się noworodkiem.",Płód nie jest autonomiczną jednostką.,,,,,,,,,,,,,,,,,,,,,
DZ,264,"To jeszcze jak jest brzuszku — nie, nie, nie.","Nie można ustanowić tego dziecka, które się poczęło, dziedzicem.",266,"Dopiero jak się urodzi, jeżeli się nie urodzi żywy, to nie.",Musi się najpierw urodzić żywe.,,,,,,,,,,,,,,,,,,,,,
DZ,267,"No ale to to samo mniej więcej dotyczy ludzi, którzy już się urodzili.","Można ustanowić to dziecko, które się poczęło, dziedzicem.",268,"Jeżeli moje dziecko, które ja w tej chwili ustanowię swoim dziedzicem, umrze zanim odziedziczy, umrze w dniu testamentu, albo dzień po, to nie będzie dziedzicem, to dość oczywiste.","Jeżeli moje dziecko, które ja w tej chwili ustanowię swoim dziedzicem, umrze zanim odziedziczy, umrze w dniu testamentu, albo dzień po, to nie będzie dziedzicem.",,,,,,,,,,,,,,,,,,,,,
DZ,270,"W momencie, kiedy jest pan testatorem i składa takie oświadczenie woli, wówczas już jest dziedzicem.","Nie można ustanowić tego dziecka, które się poczęło, dziedzicem.",270,"W momencie, kiedy jest pan testatorem i składa takie oświadczenie woli, wówczas już jest dziedzicem.","W momencie, kiedy jest pan testatorem i składa takie oświadczenie woli, wówczas pana dziecko już jest dziedzicem.",,,,,,,,,,,,,,,,,,,,,
DZ,274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.","Są różne choroby przewlekłe, na które cierpiała pacjentka, która przyszła na badanie pierwszego trymestru w dwunastym tygodniu o własnych siłach.",276,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,W trzydziestym tygodniu przyjechała na wózku inwalidzkim.,,,,,,,,,,,,,,,
KW,274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Ciąża jest obciążeniem dla kobiety,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,"Ciąża sprawiła, że kobieta przyjechała na badania na wózku inwalidzkim",,,,,,,,,,,,,,,,,,,,,
ZP,274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.",Są różne choroby przewlekłe.,275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.",Pewna pacjentka na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.,276,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,Ta sama pacjentka w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,,,,,,,,,,,,
HŁ,274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.",Kobieta w ciąży są narażone na ryzyko.,,,,,,,,,,,,,,,,,,,,,
MI,274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Ciąża jest obciążeniem dla kobiety.,276,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.",Pacjentka w dwunastym tygodniu przyszła o własnych siłach.,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,Pacjentka w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,,,,,,,,,,,,,,,
WG,274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,278,"I błagała, czy możemy tą ciążę zakończyć wcześniej, ponieważ ona nie jest w stanie już tak funkcjonować.","Pacjentka, która chorowała na stwardnienie rozsiane, na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach, natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim i błagała, czy możemy tę ciążę zakończyć wcześniej, ponieważ ona nie jest w stanie już tak funkcjonować.",,,,,,,278,"I błagała, czy możemy tą ciążę zakończyć wcześniej, ponieważ ona nie jest w stanie już tak funkcjonować.","Pacjentka, która chorowała na stwardnienie rozsiane, na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach, natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim i błagała, czy możemy tą ciążę zakończyć wcześniej, ponieważ ona nie jest w stanie już tak funkcjonować.",,,,,,,,,,,,
MS,274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.",Są różne choroby przewlekłe.,276,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,W trzydziestym tygodniu pacjentka przyjechała na wózku inwalidzkim.,278,"Pacjentka błagała, czy możemy tą ciążę zakończyć wcześniej, ponieważ ona nie jest w stanie już tak funkcjonować.","Pacjentka błagała tą ciążę zakończyć wcześniej, ponieważ ona nie była w stanie tak funkcjonować.",,,,,,,,,,,,
HŁ,278,"I błagała, czy możemy tą ciążę zakończyć wcześniej, ponieważ ona nie jest w stanie już tak funkcjonować.",Kobieta powinna móc zdecydować o zakończeniu ciąży.,279,To była ciąża chciana.,Ciąże chciane też mogą zostać przerwane.,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,Ciąża może powodować komplikacje w chorobie.,,,,,,,,,,,,,,,,,,
DZ,281,"Myślę, że jeżeli taka pacjentka zaszłaby w niechcianą ciążę i ktoś by ją zmusił do tego, żeby tą ciążę kontynuować, i miałaby tak poważne powikłania, to no tutaj jest pytanie.","Raczej nie chcielibyśmy sytuacji, w której ktoś zmusza chorą pacjentkę do kontynuowania niechcianej ciąży, która ma powikłania.",275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.","Są różne choroby przewlekłe, na które cierpiała pacjentka, która przyszła na badanie pierwszego trymestru w dwunastym tygodniu o własnych siłach.",276,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,W trzydziestym tygodniu przyjechała na wózku inwalidzkim.,279,To była ciąża chciana.,To była ciąża chciana.,280,"To była ciąża prowadzona przez lekarzy i neurologa, i ginekologa położnika.","To była ciąża prowadzona przez lekarzy i neurologa, i ginekologa położnika.",,,,,,,,,
MI,281,"Myślę, że jeżeli taka pacjentka zaszłaby w niechcianą ciążę i ktoś by ją zmusił do tego, żeby tą ciążę kontynuować, i miałaby tak poważne powikłania, to no tutaj jest pytanie.","Ciąża to obciążenie dla kobiety i w związku z tym to kobieta powinna mieć prawo do decydowania o tym, czy jest w stanie, czy chce to obciążenie na siebie przyjąć.",274,Z perspektywy medycznej ciąża jest obciążeniem dla kobiety.,Ciąża jest obciążeniem dla kobiety.,,,,,,,,,,,,,,,,,,,,,
MS,283,"To, co pani doktor powiedziała, no to rzeczywiście jest przypadek chorej kobiety, która zaszła w ciążę będąc chorą.","To, co pani doktor powiedziała, to jest przypadek chorej kobiety, która zaszła w ciążę będąc chorą.",276,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,W trzydziestym tygodniu pacjentka przyjechała na wózku inwalidzkim.,,,,,,,,,,,,,,,,,,
WG,284,"W związku z czym, natomiast, natomiast my zwykle, w tej chwili, jest zresztą, młode kobiety, wszystkie te, które chcą zachodzić w ciąże, są niezwykle świadome, w przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą je dotknąć w okresie ciąży.",Dla zdrowej kobiety ciąża nie jest obciążeniem.,284,"W związku z czym, natomiast, natomiast my zwykle, w tej chwili, jest zresztą, młode kobiety, wszystkie te, które chcą zachodzić w ciąże, są niezwykle świadome, w przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą je dotknąć w okresie ciąży.","W tej chwili kobiety, które chcą zachodzić w ciążę, są niezwykle świadome, zgłaszają się na badania po to, żeby wykluczyć choroby, które mogą dotknąć je w okresie ciąży.",,,,,,,,,,,,,,,,,,,,,
MS,284,"W związku z czym, natomiast, natomiast my zwykle, w tej chwili, jest zresztą, młode kobiety, wszystkie te, które chcą zachodzić w ciąże, są niezwykle świadome, w przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą je dotknąć w okresie ciąży.","Wszystkie młode kobiety, które chcą zachodzić w ciąże, są niezwykle świadome.",284,"W związku z czym, natomiast, natomiast my zwykle, w tej chwili, jest zresztą, młode kobiety, wszystkie te, które chcą zachodzić w ciąże, są niezwykle świadome, w przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą je dotknąć w okresie ciąży.","W przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą kobietę dotknąć w okresie ciąży.",286,"Natomiast jeżeli kobieta choruje, tak jak na przykład ta na stwardnienie rozsiane bądź też na chorobę nerek czy choroby serca — my jesteśmy po to, po to żeśmy się uczyli medycyny, że jesteśmy w stanie zwołać konsylium, poprosić specjalistów i powiedzieć tej kobiecie, jakie ona ma szanse na to, żeby bądź rozwiązać tę ciążę wcześniej, bo stanowi to zagrożenie dla jej życia, bądź też w tej ciąży pozwolić jej kontynuować.","My jesteśmy po to, po to żeby powiedzieć tej kobiecie, jakie ona ma szanse na to, żeby rozwiązać tę ciążę wcześniej w przypadku choroby.",287,"Ja, no tutaj możemy mnożyć te przykłady różne medyczne, ale ja pamiętam pacjentkę, która miała nowotwór jajnika.","Pamiętam pacjentkę, która miała nowotwór jajnika.",288,"Myśmy tłumaczyli jej, że niestety jest sytuacja taka, że, że szanse na to, że ona przeżyje, są niewielkie.","Myśmy tłumaczyli jej, że niestety jest sytuacja taka, że, szanse na to, że ona przeżyje, są niewielkie.",290,I ona się na to nie zgodziła.,"Świadomie nie zgodziła się na przerwanie ciąży, mimo że stanowiło to zagrożenie dla jej życia.",291,Zgodziła się na trzydziesty czwarty tydzień…,"Świadomie zgodziła się na aborcję na trzydziestym czwartym tygodniu, ze względu na zagrożenie dla jej życia, chociaż wcześniej się nie zgadzała.",,,,,,
DZ,285,I nie jest to naprawdę dzisiaj żaden problem.,Choroby w ciąży nie są problemem.,284,"W związku z czym, natomiast, natomiast my zwykle, w tej chwili, jest zresztą, młode kobiety, wszystkie te, które chcą zachodzić w ciąże, są niezwykle świadome, w przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą je dotknąć w okresie ciąży.","Młode kobiety, wszystkie te, które chcą zachodzić w ciąże, są niezwykle świadome, w przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą je dotknąć w okresie ciąży.",,,,,,,,,,,,,,,,,,,,,
DZ,286,"Natomiast jeżeli kobieta choruje, tak jak na przykład ta na stwardnienie rozsiane bądź też na chorobę nerek czy choroby serca — my jesteśmy po to, po to żeśmy się uczyli medycyny, że jesteśmy w stanie zwołać konsylium, poprosić specjalistów i powiedzieć tej kobiecie, jakie ona ma szanse na to, żeby bądź rozwiązać tę ciążę wcześniej, bo stanowi to zagrożenie dla jej życia, bądź też w tej ciąży pozwolić jej kontynuować.","Nie ma takiego zagrożenia polegającego na tym,że ktoś zmusza chorą pacjentkę do kontynuowania niechcianej ciąży, która ma powikłania.",286,"Natomiast jeżeli kobieta choruje, tak jak na przykład ta na stwardnienie rozsiane bądź też na chorobę nerek czy choroby serca — my jesteśmy po to, po to żeśmy się uczyli medycyny, że jesteśmy w stanie zwołać konsylium, poprosić specjalistów i powiedzieć tej kobiecie, jakie ona ma szanse na to, żeby bądź rozwiązać tę ciążę wcześniej, bo stanowi to zagrożenie dla jej życia, bądź też w tej ciąży pozwolić jej kontynuować.","Jeżeli kobieta choruje, tak jak na przykład ta na stwardnienie rozsiane bądź też na chorobę nerek czy choroby serca — my jesteśmy po to, po to żeśmy się uczyli medycyny, że jesteśmy w stanie zwołać konsylium, poprosić specjalistów i powiedzieć tej kobiecie, jakie ona ma szanse na to, żeby bądź rozwiązać tę ciążę wcześniej, bo stanowi to zagrożenie dla jej życia, bądź też w tej ciąży pozwolić jej kontynuować.",,,,,,,,,,,,,,,,,,,,,
